summary,sentiment
"Польша обязала компанию НОВАТЭК передать государству принадлежащую ей газовую инфраструктуру, заявил официальный представитель правительства Польши Петр Мюллер.",negative
"Политики хотят объявить о победе над COVID, а люди устали от защитных мер и не хотят ревакцинироваться, считает гендиректор производителя вакцины. Из-за этого новые волны различных вариантов коронавируса могут появляться постоянно",negative
"The president's press secretary expressed doubt that a ""full-scale, free palette of different points of view"" is possible in Western social networks. Earlier, Elon Musk bought Twitter, promising to return freedom of speech to it",negative
"Англо-голландская Shell отстранилась от управления СП с «Газпром нефтью» — «Салым Петролеум Девелопмент» — и обнулила стоимость актива, следует из отчета компании.",neutral
"re: Store has closed several locations in different cities in Russia, and four iPort stores have stopped working in St. Petersburg. A Kommersant source explained the closure by low demand and a shortage of goods",negative
The first to arrive at the scene of the death of the family of former Gazprombank top manager Vladislav Avaev was his personal driver. The Investigative Committee is investigating the murder of a young child and a pregnant woman.,negative
"Poland has ordered NOVATEK to hand over its gas transportation infrastructure to the state, said Polish government spokesman Piotr Muller.",neutral
"The show will feature 456 contestants competing for $4.56 million, the largest one-time cash prize in reality TV history.",positive
"Nokia is leaving the Russian market, the company's head Pekka Lundmark told Reuters.",negative
"Суд заочно арестовал бывшего замглавы «Аэрофлота» Андрея Панова по делу о мошенничестве. Обвинения касаются заказа на разработку маркетинговой стратегии компании. Панов, уехавший из России, называет их политически мотивированными",negative
"Власти могут выделить «Ростелекому» новые частоты для оказания услуг в стандарте GSM. Они нужны оператору для организации связи в небольших населенных пунктах, но конкуренты настаивают, что ресурс необходимо разыгрывать на торгах",positive
"According to the SBU, the assets in question are Russian state-owned companies in Ukraine worth over $71 million. Rosneft denied the information about the presence of assets in the country.",negative
"Official Apple retailers in Russia, re:Store and iPort, have begun closing unprofitable stores in order to redistribute scarce equipment to locations with higher traffic. At the same time, re:Store is not simply reducing its network, but is trying to negotiate with the owners of the premises on rent holidays and discounts in order to restructure logistics. According to Kommersant, the company is considering the possibility of organizing parallel imports of equipment. But in this case, experts are convinced, Apple is unlikely to resume cooperation with re:Store in the future, even if it decides to resume suspended deliveries to the Russian Federation.",neutral
"«Газпром» выводит из эксплуатации еще один газотурбинный двигатель для «Северного потока» на компрессорной станции «Портовая», говорится в сообщении компании.",negative
Российский «Газпром» приостановил поставки газа в Болгарию и Польшу.,negative
"Пресс-секретарь президента выразил сомнение, что в западных соцсетях возможна «полноформатная, свободная палитра разных точек зрения». Ранее Илон Маск купил Twitter, пообещав вернуть в него свободу слова",negative
"Investment firm Apollo Global is interested in taking part in the purchase of Twitter, the WSJ has learned. According to the newspaper, Apollo may provide Musk or his partners in the deal with funds to participate in the tender",positive
"Второй матч восточного полуфинала play-off КХЛ между «Металлургом» и «Трактором» завершился в пользу челябинского клуба — 6:4. Как и в западном противостоянии СКА и ЦСКА, счет в этой серии стал равным — 1:1.",neutral
"Коммерческий банк Кыргызстана готов выдавать гражданам РФ работающие за рубежом карты Visa без выезда за пределы страны. Получить именую «золотую карточку» можно в офисе в Москве за 17,5 тыс. руб. Несмотря на удобство услуги по сравнению с тем же «карточным туризмом», в условиях санкций эксперты видят в ней риски как для потребителей, так и для банка.",positive
"After the introduction of sanctions against Russia, there was a sharp decrease in the volume of fuel oil shipments “and, as a consequence, the formation of an excess of this fuel in storage facilities,” LUKOIL CEO Vagit Alekperov reported in a letter to Deputy Prime Minister Alexander Novak on March 25, Kommersant writes.",negative
"Глава немецкой Wintershall видит в действиях России на Украине поворотный момент и окончание эры интенсивного и долгого экономического сотрудничества Москвы и Берлина. Компания списала связанные с Россией активы на €1,5 млрд",neutral
"Rosneft has discovered the Madachagskoye field with reserves of 82 million tons in the Pechora Sea. It is located in the Medynsko-Varandeysky area in the territorial sea, where drilling is carried out from the shore. Even before the introduction of sanctions, the oil company tried to attract CNPC there, but without success. Rosneft's new sites could further load the Varandey terminal, through which oil from the Rosneft-LUKOIL joint venture is exported from the Trebs and Titov fields.",positive
"The streaming service's website in Russia can only be accessed via VPN, but users in other countries have also reported problems with access. Netflix suspended operations in Russia in early March",negative
"В Польше около 500 железнодорожных цистерн с сжиженным нефтяным газом оказались в простое после введения санкций, под которые попали в том числе НОВАТЭК и Novatek Green Energy. Ранее в стране начались перебои с подачей газа",negative
Gazprom reported an increase in gas supplies to China and a decrease in supplies to non-CIS countries.,positive
"The fund that owns a stake in Twitter says the deal can't happen in time: Musk actually owns more than 15% of the company, so Delaware law requires the businessman to wait three years.",negative
Gazprom stopped supplying gas to the Finnish company Gasum on May 21 due to its refusal to pay for gas in rubles.,negative
"Two people, including VK top manager Vladimir Gabrielyan, went missing after their all-terrain vehicles overturned near the village of Shoyna in the Nenets Autonomous Okrug (NAO).",negative
"In the first quarter of this year, amid the military special operation in Ukraine, Booking.com saw its total number of bookings fall by 9% compared to pre-pandemic 2019, and excluding Russia, Belarus and Ukraine, by only 6%.",neutral
"Kraft Heinz will sell its baby food factories in Stavropol and Ivanovo; the company estimates them, along with local brands, at 2.5–3 billion rubles, the newspaper writes. Kraft Heinz declined to comment on “market rumors”",negative
"Инвесторы считают, что Маск намеренно не раскрывал покупку доли в Twitter, чтобы купить больше акций по «искусственно заниженной цене». Он должен был уведомить власти США о покупке более 5% акций до 24 марта, но сделал это позже",negative
"Customers of the express delivery service SDEK have filed a class action lawsuit against the company for 2.2 million rubles to recover compensation for the leak of personal data. Information about users appeared online at the end of February, and SDEK explained it as a large-scale hacker attack. Despite the tightening of Russian legislation in this area, the actual payment to the victims is unlikely to be more than 10 thousand rubles, according to lawyers.",negative
"As Kommersant has learned, Andrey Patrushev’s Aurora, under the new name Gazprom Shelfproekt, may become Gazprom’s main contractor for offshore drilling. The current fleet of floating drilling platforms and supply vessels of Gazprom Flot will be transferred under its management. The company may consolidate Gazprom and NOVATEK’s orders for drilling in the Arctic seas. Gazprom Shelfproekt told Kommersant that it expects to become a “specialized center of engineering and technical expertise for performing work at offshore fields.”",positive
"NOVATEK cannot order commercial photography abroad due to sanctions, and most leading suppliers are foreign companies. Russia needs its own satellites, since there are few images from open sources, the deputy head said",negative
"Nokia уходит с российского рынка, заявил Reuters глава компании Пекка Лундмарк.",negative
"Rosneft's lawsuit was filed with the court on June 2, and the defendant is Forbes Media LLC, the publisher of the American Forbes",negative
"Due to anti-Russian sanctions, Gazprom cannot service technical units in a timely manner, and therefore is unable to supply large volumes of gas to Europe.",negative
The company's press service indicated that LNG exporters are exempt from the obligation to sell foreign currency earnings; other solutions are not being considered at this time.,negative
"Тело гендиректора и учредителя компании-подрядчика «Газпрома» обнаружили в бассейне возле дома в коттеджном поселке в Лениградской области, у него огнестрельное ранение головы",negative
"Twitter заблокировал Трампа и его соратников в январе 2021 года на фоне призывов к мирным протестам и штурма Капитолия. Экс-президент говорил, что лишился свободы слова. Маск назвал это решение ошибкой",positive
"VK has signed an agreement to purchase Yandex services - the news aggregator Yandex.News and the blogger platform Yandex.Zen, the press services of both companies reported.",positive
"Billionaire expects recession ""in the near future"". According to economist Roubini, who predicted the global crisis of 2008, it will come by the end of the year. Goldman Sachs also believes that an economic downturn is likely in the next two years",neutral
"Компании в середине 2021 года по ошибке передали адреса и номера телефонов пользователей хакерам, которые выдавали себя за сотрудников правоохранительных органов",negative
"Решение Великобритании выдать Газпромбанку и его дочерним предприятиям лицензию, позволяющую получать платежи за поставки газа в Евросоюз, носит прагматичный характер и является попыткой упростить себе жизнь, заявил пресс-секретарь президента России Дмитрий Песков, передает «РИА Новости».",positive
"The company also estimated the depreciation of assets in Ukraine at $20 million, linking this to damage from military actions.",negative
"По данным СБУ, речь идет об активах российских госкомпаний на Украине на сумму свыше $71 млн. В «Роснефти» опровергали информацию о наличии активов в стране",negative
"""КуйбышевАзот"" зафиксировал рост выработки основных видов продукции в 1 полугодии, следует из отчетности компании.
Так, за 6 месяцев 2022 года, по сравнению с показателями аналогичного периода 2021 года выработка основных видов продукции ПАО ""КуйбышевАзот"" составила:
- аммиак  525,1 тыс. тонн (94,5 %) (с учетом выработки СП ООО ""Линде Азот Тольятти"");
- аммиачная селитра  391 тыс. тонн (108,8 %);
- карбамид  178,2 тыс. тонн (100,9%);
- сульфат аммония 236 тыс. тонн (90,3%);
- КАС  168,6 тыс. тонн (109,5%)
- капролактам  96 тыс. тонн (92,3%);
- полиамид-6  88,4 тыс. тонн (125,4 %);
- нить полиамидная  3,2 тыс. тонн (92,1%);
- ткань кордная пропитанная  7,7 млн. п.м. (77,4 %).",positive
Ukrainian President Volodymyr Zelensky expressed his dissatisfaction to Canadian Prime Minister Justin Trudeau over his government's decision to return a turbine to the Russian Nord Stream gas pipeline.,neutral
"Российская компания подала иск, касающийся выплаты дивидендов с прибыли СП EuRoPol GAZ, в феврале. PGNiG сообщила о прекращении процесса в Арбитражном институте Торговой палаты Стокгольма после отзыва заявления «Газпромом»",neutral
"Австрия может передать ПХГ Haidach, которым управляет «дочка» Gazprom Germania, другим компаниям, если «Газпром» откажется его заполнять, заявил канцлер, предложив действовать по принципу «используй или потеряешь»",negative
"Путин счел, что в обмене военнопленными с Украиной должен быть задействован Красный Крест, рассказал канцлер Австрии Нехаммер. Президент России также пообещал исполнить обязательства по поставкам газа, добавил он",negative
"В сеть попали ФИО, телефоны, пароли и IP-адреса пользователей сервиса. По данным компании, эта утечка является продолжением предыдущей, когда неизвестные слили таблицу внутренних аккаунтов «Ростелекома»",negative
"Sergey Solonin's company has offered to buy QIWI securities from the company's foreign shareholders at $2.2-2.7 per share. Trading in them on the NASDAQ exchange was stopped more than four months ago, and shareholders were deprived of the opportunity to sell them. In addition, the presence of the Russian bank FC Otkritie, which has fallen under sanctions, among QIWI shareholders is a negative factor for them. Therefore, even taking into account the significant discount to the price on the Moscow Exchange, such an outcome may be beneficial for shareholders.",neutral
VimpelCom (brand Beeline) has denied information that appeared online about a leak of home Internet subscriber data.,negative
"The company is considering Vietnam or India as an alternative, prompted by strict anti-Covid restrictions and concerns about supply disruptions, the newspaper writes.",negative
"The mode is designed for a small number of users who “face serious, targeted threats to their digital security.” It will limit the functionality of iPhone, iPad, MacBook Pro and Mac",neutral
"MTS announces new appointments in top management. Marina Nastasenko, who is moving to MTS from the position of CEO of the company ""Salute for Business"" from the Sberbank ecosystem, is appointed to the new position of member of the board, vice president for digital products, effective September 5. 
Also, Evgenia Naumova, former executive vice president for corporate business at Kaspersky Lab, was appointed to the new position of director of cybersecurity in July. 
And Andrey Rego, who previously headed the department of regulatory policy and interaction with federal authorities at MTS, is appointed vice president for interaction with government bodies, effective August 1. The previous vice president for interaction with government bodies, member of the MTS board Ruslan Ibragimov is leaving the company due to the expiration of his employment contract.",positive
"The Central Bank is working on the possibility of creating a universal payment application for smartphones, to which cards of international payment systems issued by Russian banks could be linked. One option is to improve SBPey, which is currently being implemented by banks. However, there is a risk that this payment service, which remains the only one in Russia that operates on Apple smartphones, will also be blocked.",neutral
"Gazprom has continued to reduce gas supplies to Europe via Nord Stream: from June 16, they will fall by another third to 67 million cubic meters per day. The company explains this by the need to repair foreign-made gas pumping units, which their supplier, the German Siemens, cannot provide in a timely manner. The German authorities attribute Gazprom's behavior to political rather than technological reasons. Gazprom's gas flow to Europe in June has already fallen by almost half compared to 2021, and the company may break the anti-record for export volumes.",negative
"«Газпром нефть» просит правительство доработать налогообложение доходов по соглашениям о сервисных рисках (ССР), которые могут позволить инвесторам из «дружественных» стран участвовать в нефтегазовых проектах в России без угрозы вторичных санкций. Такие соглашения не предусматривают передачи долей и создания общего имущества, позволяя распределять доходы или продукцию между партнерами на договорной основе.",neutral
"The head of Merlion suggested that prices for equipment in Russia will not be able to return to pre-crisis levels. They are affected by the lack of competition with foreign vendors, logistical difficulties and high lending rates",negative
"Finam analysts maintain a positive outlook on Capital One's business prospects, despite elevated macroeconomic and other risks. Although the US has formally slid into a recession, the overall economic situation remains good and rather suggests a ""soft landing"" scenario. At the same time, economic indicators in the country are expected to improve in the second half of the year. And against this background, Capital One will continue to feel relatively good financially.
The target price for Capital One shares for July 2023 is $136.6. The growth potential from the current price level is 26.8%, which corresponds to a ""Buy"" rating.
Capital One actively invests in the development of digital technologies and is considered the most technologically advanced bank in the United States. Its operational infrastructure has been almost completely transferred to the AWS cloud platform, which has minimized the use of traditional data centers. Capital One's digital banking applications are considered the most advanced in the country. Capital One's Q2 2022 financial report was not the most optimistic. Net income fell by 42.6% y/y, to $2 billion, or $4.96 per share, and significantly fell short of the average estimate of Wall Street analysts, although revenue increased by 11.6% y/y, to $8.2 billion, and coincided with the consensus forecast. 
Finam analysts are cautiously optimistic about Capital One's long-term prospects, despite the recent noticeable increase in macroeconomic and other risks. Although US GDP has contracted for two consecutive quarters this year, which corresponds to the formal definition of a recession, the economic situation, in our opinion, remains generally good and rather indicates the implementation of a ""soft landing"" scenario. At the same time, economic indicators in the country are expected to improve in the second half of the year. And against this background, we expect CapitalOne to continue to feel relatively good financially. Capital One, given the bank's efficient business model, strong balance sheet, good positions in the credit card segment and consumer banking, will be able to go through a difficult 2022 without significant shocks and will continue to show positive financial results in the coming years. Capital One's business, like the sector as a whole, is highly dependent on economic and market conditions. In the event of its further significant deterioration, we can expect a decrease in customer activity and demand for the bank's products and services, the occurrence of losses from the revaluation of investment portfolios, and a negative impact on capital adequacy indicators.",positive
Apple намерена проявить осторожность и замедлить финансирование и найм сотрудников в некоторые отделы. Ранее в корпорации сообщали о сложностях в связи с коронавирусными ограничениям в Китае и остановками производства,negative
"In total, the agency's experts counted seven main risks that threaten the development of the economies of the G20 countries, but they placed the Ukrainian crisis in first place in terms of its consequences and threats.",neutral
MTS increased capital expenditures by almost 30% in the first quarter due to acceleration of purchases of telecommunications equipment,positive
"МКБ и Россельхозбанку грозит отключение от SWIFT, под новые санкции ЕС также может попасть Сбербанк, узнала Politico. В марте Евросоюз отключил от международной системы семь российских банков",negative
"Предельные цены на российский газ, которые, по данным Bloomberg, хотят ввести страны G7 (Великобритания, Германия, Италия, Канада, США, Франция и Япония), необходимо обсуждать с «Газпромом», заявил пресс-секретарь президента России Дмитрий Песков, передает ТАСС.",neutral
"A commercial bank in Kyrgyzstan is ready to issue Visa cards to Russian citizens that work abroad without leaving the country. You can get a personalized “gold card” at an office in Moscow for 17.5 thousand rubles. Despite the convenience of the service compared to the same “card tourism”, under the sanctions, experts see risks in it for both consumers and the bank.",positive
"Глава Merlion предположил, что цены на технику в России не смогут вернуться на докризисный уровень. На них влияет отсутствие конкуренции с зарубежными вендорами, логистические трудности и высокие ставки кредитования",negative
"В сети магазинов re: Store, которая продает технику Apple, сообщили РБК, что у нее в продаже есть продукция американской компани, поступившая на склады в июне, когда в России был разрешен параллельный импорт.",positive
"Немецкая газовая компания VNG — Verbundnetz Gas намерена переводить платежи в европейской валюте за поставки газа из России через рублевый счет в Газпромбанке, сообщает Reuters со ссылкой на заявление компании.",neutral
"«Газпром» сообщил, что 15 июля попросил Siemens дать документы, которые позволят вывезти газотурбинный двигатель для «критически важного объекта» газопровода «Северный поток» — компрессорной станции «Портовая» (расположена в районе Выборга).",neutral
The head of Germany's Wintershall sees Russia's actions in Ukraine as a turning point and the end of an era of intensive and long-standing economic cooperation between Moscow and Berlin. The company has written off €1.5 billion in Russia-related assets,neutral
"По данным издания, Маск пока не смог найти партнеров для финансирования заявки на покупку Twitter, поскольку некоторые потенциальные инвесторы сомневаются из-за «непредсказуемого поведения» предпринимателя",positive
"It included, in particular, electronics, including game consoles, furniture, weapons and ammunition, Apple and Samsung equipment, watches, cars, ships, heating equipment, weapons and nuclear reactors.",positive
"Видимых условий для повышения цен на авиабилеты летом нет, заявил генеральный директор «Аэрофлота» Сергей Александровский, сообщает ТАСС со ссылкой на сообщение авиакомпании.",positive
"В середине апреля бизнесмен предложил выкупить все акции Twitter за $41 млрд, а затем поднял цену до $46,5 млрд. Сейчас он владеет 9,2% акций. Совет директоров компании применил «отравленную пилюлю», чтобы избежать поглощения им",neutral
"«Газпром» забронировал мощности для прокачку газа в Германию по газопроводу «Ямал–Европа» в ночь со 2 на 3 мая в размере 48,4% предложенного объема, следует из данных об итогах аукциона на площадке GSA Platform.",positive
"Shell, осудившая еще в марте действия России на Украине, продала ЛУКОЙЛу свой розничный бизнес из 411 АЗС в стране и завод смазочных материалов. Это первый крупный актив в РФ, от которого Shell удалось избавиться в рамках поэтапного выхода. По оценке аналитиков, благодаря сделке доля заправок ЛУКОЙЛа в ряде крупных регионов может превысить 30%. По мнению собеседников “Ъ”, сделка прошла с дисконтом к рыночной цене и не содержит условий обратного выкупа активов.",neutral
"Основатель QIWI Сергей Солонин получил 38% стартапа Station, который был создан Skolkovo Ventures и Dentsu Group для развития маркетинговых технологий. Однако последняя покидает российский рынок",positive
"При этом соцсеть навсегда останется бесплатной для обычных пользователей, заявил бизнесмен",neutral
"Члены правления Swedish Match одобрили сделку, она может быть заключена до 30 сентября. Philip Morris выкупит акции компании по цене, почти на 40% превышающей рыночную",positive
"31 марта группа «Газпром» прекратила участие в Gazprom Germania GmbH. В связи с этим «Газпром» также требует, чтобы бывшая «дочка» и подконтрольные ей компании прекратили использовать его символику",neutral
"Чиновники из администрации Джо Байдена опасаются возврадщения Дональда Трампа и его сторонников в Twitter после покупки социальной сети Илоном Маском, рассказали собеседники CNBC. Сам Трамп ранее заявил, что делать это не намерен",neutral
"Миллер и Михельсон договорились о сотрудничестве в Арктике во вопросам экологии, но не совместной добычи газа. Газопроизводство «все что-то никак», уточнил глава НОВАТЭКа",positive
"Rostec asked to transfer the state's stake in Rostelecom to it in mid-April. According to a Kommersant source, the government refused the state corporation due to concerns that the Ministry of Digital Development would lose its leverage over the company.",neutral
"Российская экономика после начала боевых действий на Украине и ввода санкций оказалась в новой реальности, и мало кто из крупных российских бизнесменов решается комментировать ее состояние. Владелец НЛМК Владимир Лисин, с позицией которого ознакомился “Ъ”, называет ситуацию очень тяжелой и призывает правительство не ухудшать ее непродуманным регулированием.",negative
"Polymetal отложил строительство производства на крупном золоторудном проекте Ведуга в Красноярском крае на год-полтора, чтобы перепроектировать его под оборудование из Китая и России. Компания планировал вложить в него $447 млн",positive
"«Аэрофлот» выкупил восемь самолетов Airbus A330 у иностранных лизинговых компаний, сообщили РБК в пресс-службе авиакомпании.",positive
"Aeroflot's total transportation volume for the first 6 months of 2022 amounted to 17.2 million passengers (-7.4%), with 14.7 million passengers (-8.5%) carried on domestic routes, the company's financial statements say.
The passenger seat occupancy rate increased by 1 percentage point compared to the same period in 2021 and amounted to 79.9%, while on domestic routes the passenger seat occupancy rate was 82.6%, which is 1.5 percentage points higher than in 2021.
Passenger turnover increased by 3.7%, with passenger turnover on domestic routes increasing by 4.9% compared to the same period in 2021.
In Q2, Aeroflot's passenger turnover increased by 23.7% compared to the same period in 2021. The efficiency of operating activities also increased: the passenger seat occupancy rate increased by 5.6 percentage points compared to the same period in 2021 and amounted to 83.7%.",negative
"""Магнит""запустит фудшерингв Москве в 22 дарксторах с дальнейшим расширением на такие же точки в Санкт-Петербурге, сообщила компания.
Ожидается, что объем передаваемой продукции может составить до 500 кг в день: продукты питания с истекающим сроком годности - хлебобулочные изделия, овощи, фрукты, бакалея - на безвозмездной основе будут передаваться социально незащищенным гражданам:пенсионерам, многодетным семьям и другим благополучателям.
После апробации пилота в течение нескольких месяцев будет принято решение о масштабировании проекта на гипермаркеты ""Магнит"".
Ранее X5 Groupзапустила фудшеринг. На первом этапе к проекту подключены несколько магазинов ""Пятёрочка"" в Москве и Челябинске.
Цель пилота  наладить инфраструктуру по сбору внутри магазина продуктов с истекающим сроком годности, обучить персонал и построить эффективную логистику по передаче продовольствия людям. По механике проекта сотрудники магазинов ежедневно будут отбирать хлебобулочные изделия, срок годности которых истечет в течение 1-2 дней. Далее волонтеры будут забирать из магазина отобранные продукты и оперативно, в течение нескольких часов, распределять их по спискам нуждающихся людей, подопечных Фонда ""Русь"" и АНО ""Фудшеринг"".
По результатам пилота X5 планирует масштабировать проект на большее количество магазинов в других городах России, расширить категории товаров, которые будут передаваться в рамках фудшеринга, и подключить к проекту торговую сеть ""Перекрёсток"" и распределительные центры компании.",positive
"Два ведущих оборонных подрядчика США — компании Raytheon и Lockheed Martin — сообщили о проблемах с продажами из-за недостатка запчастей и рабочей силы, пишет Financial Times.",negative
"Клиенты оператора экспресс-доставки СДЭК («СДЭК-Глобал») подали иск к компании из-за утечки персональных данных, пишет «Коммерсантъ» со ссылкой на коллективную претензию.",negative
"Россия вводит санкции против еще 61 американских граждан, в их числе главы и руководство Минфина, Минэнергетики, Netflix, Moodie's, NASDAQ и Fitch Group. Всего ограничительные меры Москва ввела против 963 граждан США",neutral
"MOSCOW, July 26 - RIA Novosti. The Ukrainian gas transportation system operator (OGTS) claims that Gazprom increased pressure in the border section of the Ukrainian gas transportation system without warning, Strana.ua reports.
It is noted that the operator's specialists allegedly discovered a sharp increase in pressure in the section of the Urengoy-Pomary-Uzhgorod gas pipeline near the border with Russia.
""The change in pressure occurred without warning from PJSC Gazprom,"" the Ukrainian operator said in a statement.
As the publication notes, the Ukrainian side informed Gazprom that untimely communication of information about the change in regimes could lead to emergency situations.",neutral
"Apple с 2016 года активно работает над устройствами для дополненной реальности. Ранее выпустить VR-гарнитуру компании мешала недостаточная вычислительная мощность устройства, представить ее в этом году не даст проблема с батареей",neutral
"После ухода с поста, который Федун занимал более 25 лет, бизнесмен останется акционером компании. Ранее в отставку ушел и президент ЛУКОЙЛа Алекперов",neutral
"Gazprom does not have documents with Canada's permission to export a gas turbine engine for Nord Stream, the company said.",negative
«Аэрофлот» с 20 июля возобновляет регулярные рейсы по маршруту Москва — Пекин — Москва.,positive
"Госкорпорация также предложила передать ей в доверительное управление акции «Ростелекома», которые сейчас принадлежат ВТБ и ВЭБ.РФ. По словам источника РБК, в правительстве пока не уверены в синергии от смены управления",neutral
"Федеральная антимонопольная служба (ФАС) одобрила сделку по покупке производителем сыра «Мультипро» компании «Вимм-Билль-Данн Напитки», сообщает в Telegram-канале ведомства.",positive
"Представители стран-членов Евросоюза проводят встречу по ситуации с газом и готовят скоординированный ответ. «Газпром» остановил поставки газа Польше и Болгарии, так как те не заплатили за него в рублях",negative
Мировой суд Таганского района Москвы оштрафовал Twitter на 3 млн руб.,negative
"Aeroflot said that it is trying to preserve its flight crew as much as possible under sanctions, but has suspended recruitment of new pilots “until the situation changes and a growing need emerges.”",negative
"Elon Musk's team has concluded that Twitter data on fake accounts cannot be verified, the newspaper reported",neutral
"Gazprom has begun preparing to defend itself against potential legal claims from European consumers to whom the company has been undersupplied since mid-June. Gazprom's largest clients in Germany, Uniper and RWE, have received force majeure letters from the company since June 14. At the same time, Gazprom announced the detention of a turbine for Nord Stream in Canada, reducing pipeline supplies to 40% of their design capacity. According to analysts, Gazprom is trying to protect itself from paying fines for undersupply by taking such actions.",negative
"МТС объявляет о новых назначениях в топ-менеджменте. На новую позицию члена правления, вице-президента по цифровым продуктам с 5 сентября назначается Марина Настасенко, переходящая в МТС с должности гендиректора компании ""Салют для бизнеса"" из экосистемы ""Сбербанка"".
Также на новую должность директора по кибербезопасности в июле назначена Евгения Наумова, бывший исполнительный вице-президент по корпоративному бизнесу ""Лаборатории Касперского"".
И вице-президентом по взаимодействию с органами госвласти с 1 августа назначается Андрей Рего, ранее возглавлявший в МТС департамент регуляторной политики и взаимодействия с федеральными органами власти. Прежний вице-президент по взаимодействию с органами госвласти, член правления МТС Руслан Ибрагимов покидает компанию в связи с истечением трудового договора.

",positive
Polymetal has postponed construction of a production facility at the large Veduga gold project in Krasnoyarsk Krai for a year and a half to redesign it for equipment from China and Russia. The company planned to invest $447 million in it,positive
"Компания «Соколиные сады», подконтрольная акционерам ЛУКОЙЛа Вагиту Алекперову и Леониду Федуну и управляющая около 500 га яблоневых садов в Воронежской области, задумалась о развитии этого бизнеса. В ее периметре создана новая структура в том числе для производства сидра. Это позволит задействовать техническое яблоко, не подходящее для продажи в торговых сетях, а также выйти в востребованный на алкогольном рынке сегмент.",positive
"После новостей о докапитализации на 107 млрд руб. акции «Аэрофлота» сначала подорожали более чем на 8%, но потом немного откатились",positive
"Prosus заявила о намерении продать Avito в мае. По данным Bloomberg, активом интересуется VK, а также «структура, связанная с бизнесменом Владимиром Потаниным». По мнению аналитиков, актив может быть оценен от 67 до 100 млрд руб.",positive
Американский бизнесмен Илон Маск готов инвестировать $10-15 млрд собственных средств на финансорование заявки стоимостью в $43 млрд по приобретению Twitter.,positive
