sentence,sentiment,sentence_length
"Byline : Tim Moran Cellular phone giant Nokia Corp. is offering $ 8.1 billion for digital map supplier NAVTEQ Corp. , of Chicago .",neutral,130
The proposal that the Board of Directors will make at the Annual General Meeting is attached as a whole to this release .,neutral,121
"Finnish Sampo Bank , of Danish Danske Bank group , reports profit before taxes of EUR 152.3 mn in 2010 , up from EUR 32.7 mn in 2009 .",positive,134
"Alpina Sports — это дистрибьютор из Ливана, штат Нью-Гемпшир, США, в том числе горнолыжных ботинок и лыж Alpina, лыжных палок Exel, лыжных мазей Start, а теперь и беговых лыж Peltonen.",neutral,184
(Сумма приобретения не разглашается.),neutral,37
The total value of these two contracts is over EUR 21 million .,neutral,63
"Брокер присвоил акциям UPM-Kymmene, Stora Enso и Sappi рекомендации «равный вес», а акциям Holmen и Norske Skog — рейтинг «ниже среднего».",neutral,138
"Компания ожидает, что ее чистый объем продаж в 2008 году увеличится на 5–10 % по сравнению с 2007 годом.",positive,104
"Thanks to the multiplying effect of wagon performance , transport will be much more efficient , '' says development manager Juha Malkia from VR Cargo .",positive,151
"Section : Regional News - The demand in Finnair 's Asian traffic , measured in passenger kilometers , was up 34.9 % in August compare to last year .",positive,148
A paper mill in the central Maine town of Madison soon will have a new owner .,neutral,78
"Финский поставщик электронных компонентов связи Scanfil Oyj во вторник заявил, что продажи в первой половине 2006 года будут на 15 % ниже, чем за тот же период год назад.",negative,170
"Of the company 's net sales , 38 % was acquired in Finland , 21 % in other European countries , 40 % in Asia , and 1 % in the US .",neutral,130
Quality chargers under CHARGZ brand are sold in selected retail stores and other sales locations world-wide .,neutral,109
"Veidekke , headquartered in Oslo , Norway , is a Scandinavian construction and property development group with some 6,350 employees in Norway , Sweden and Denmark , with an annual turnover of NOK16 .4 bn .",neutral,205
"Supported Nokia phones include : N96 , N95-8GB , N95 , N93-N931 , N92 , N85 , N82 , N81 , N80 , N79 , N78 , N77 , N76 , N75 , N73 , N72 , N71 , E90 , E71 , E70 , E66 , E65 , E62 , E61-E61i , E60 , E51 , E50 , Touch Xpress 5800 , 6220 Classic , 6210 Navigator , 6120 Classic , 6110 Navigator , 5700 , 5500 , 5320XM .",neutral,315
"Uponor получила операционную прибыль в размере 151,0 млн евро, что выше показателя в 143,7 млн ​​евро, который сделал 2007 год рекордным.",positive,137
The Diameter Protocol is developed according to the standards IETF RFC 3588 and IETF RFC 3539 .,neutral,95
"The prerequisite for inclusion in the program and for receipt of any gains is that key employees acquire Aspo shares to the amount determined by the Board in advance , in the maximum .",neutral,184
"The period 's sales dropped to EUR30 .6 m from EUR38 .3 m , according to the interim report , released today .",negative,110
"Компания UPM-Kymmene (www.upm-kymmene.com) производит журнальную и газетную бумагу, а также высококачественную и специальную бумагу, перерабатывающие материалы и изделия из древесины.",neutral,183
Прибыль до налогообложения выросла до 1 019 млн евро с 1 007 млн ​​евро за аналогичный период 2005 года.,positive,104
"Маржа переработки за год составила 13,39 долларов США за баррель по сравнению с 10,46 долларов США за баррель в предыдущем году.",positive,128
To see a slide show of all the newest product releases from Fiskars .,neutral,69
"Ранее сегодня финский конкурент Geberit Uponor OYJ снизил прогноз роста продаж на весь год с 10 до 6 процентов, сославшись на сложные условия в Германии и США, а также на валютные факторы.",negative,188
The project also implies an underground parking lot for 56 vehicles .,neutral,69
Ранее подписка на акции с опционами на акции 2004 года не проводилась.,neutral,70
"Акции Kemira закрылись на уровне (x20ac) 16,66 (22,71 долл. США).",neutral,65
Total value of the contract is about EUR 10mn .,neutral,47
The new B shares carry the right to dividend and other shareholder rights with effect from today .,neutral,98
"The company will publish its financial statement for 2008 on February 25 , 2009 .",neutral,81
"Чистая прибыль за три месяца по 31 марта упала до (x20ac) 103 миллионов (165 миллионов долларов США) по сравнению с (x20ac) 131 миллионом годом ранее, сообщила финская компания.",negative,177
"Общая площадь проекта Yliopistonrinne составит 7 900 кв. м (85 030 кв. футов), а общая площадь здания составит 12 800 кв. м. В аренду сдано в общей сложности 25,1 % помещений.",neutral,175
"«Каждый год личные развлечения играют более важную роль в определении того, является ли опыт тренировок фитнес -объекта приятным или рутинным», - сказал Брайан Уилсон, директор по маркетингу для Отдела развлечений и услуг Precor.",neutral,229
"Кроме того, казахстанская делегация посетит финский инвестиционный фонд SITRA, Honkarakenne Ltd и штаб-квартиру Nokia для изучения деятельности TeliaSonera Ltd JSC.",neutral,164
Pharmaceutical market in Czech Republic Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Czech Republic .,neutral,161
Operating profit improved by 44.0 % to ER 4.7 mn from EUR 3.3 mn in 2004 .,positive,74
Shares will be acquired in accordance with section 5 of the rules of NASDAQ OMX Helsinki and other rules applicable to the acquisition of own shares .,neutral,150
Новая организация состоит из двух бизнес-подразделений: «Тарифы и обмен сообщениями» и «Финансы и администрирование».,neutral,117
"За первые девять месяцев 2010 года чистый убыток компании сократился до 415 000 евро с 7,4 млн евро за аналогичный период 2009 года.",positive,132
"Приложение Web-Marela обрабатывает приглашения на расценки, сравнения расценок, соглашения, покупки, проверки счетов, управление запасами и поставки.",neutral,149
Cargotec will also move Hallberg-Ivarsson 's service and installation business under the same roof with its service center for Kalmar and MacGregor solutions in Gothenburg .,neutral,173
"Портфель заказов компании на 30 сентября 2007 года составил 1,5 млрд евро ( 2,2 млрд долларов США ) , что на 24,2 % больше , чем за аналогичный период предыдущего года , а международные заказы достигли 365 млн евро ( 534,3 млн долларов США ) .",positive,243
Rubin says he expects Capman to announce 1-2 additional transactions in 2009 .,neutral,78
"Кроме того, MID-устройства всегда находятся в сети и обеспечивают полноценный просмотр Интернета.",neutral,97
"Кофе будет подаваться с 14:30 по восточноевропейскому времени, а также после мероприятия.",neutral,89
BasWare Order Matching automatically matches purchase invoices with approved purchase orders .,neutral,94
Juha Haapakoski will continue as Editor-in-Chief with budget responsibility also with the new publisher .,neutral,105
`` We are pleased with the efforts of both negotiating teams and look forward to a productive four years ahead . '',positive,115
Большая часть дивидендов достанется семье Гримальди.,neutral,52
"Компания Incap Contract Manufacturing будет осуществлять производство по этим соглашениям на своем заводе в Тумкуре, недалеко от Бангалора.",neutral,139
"Операционная прибыль и чистый объем продаж за шестимесячный период увеличились соответственно с 0,4 млн евро и 3,2 млн евро по сравнению с соответствующим периодом 2005 года.",positive,174
После регистрации количество выпущенных и находящихся в обращении акций Basware составляет 12 890 829.,neutral,102
Image data produced by the browser at the phone server is converted into a bitmapped image that is sent to the handset for display . '',neutral,135
"По словам генерального директора материнской компании HKScan Матти Перконоя, результаты деятельности компании в первом квартале 2010 года остались явно ниже уровня соответствующего периода 2009 года.",negative,199
"Компания Tecnomen со штаб-квартирой в Эспоо, Финляндия, разрабатывает решения по обмену сообщениями и тарификации для операторов связи и поставщиков услуг по всему миру.",neutral,169
"Совет директоров компании предложит дивиденды в размере 0,95 евро за акцию за 2008 год на годовом общем собрании акционеров, которое запланировано на 23 марта 2009 года.",neutral,169
"`` Each year , personal entertainment plays a more significant role in determining whether a fitness facility 's workout experience is pleasurable or a chore , '' said Brian Wilson , director of marketing for Precor 's Entertainment & Services Division .",neutral,254
"Поддерживаемые телефоны Nokia: N96, N95-8GB, N95, N93-N931, N92, N85, N82, N81, N80, N79, N78, N77, N76, N75, N73, N72, N71, E90, E71, E70, E66, E65, E62, E61-E61i, E60, E51, E50, Touch Xpress 5800, 6220 Classic, 6210 Navigator, 6120 Classic, 6110 Navigator, 5700, 5500, 5320XM.",neutral,278
"Rautalinko was resposnible also for Mobility Services , and his job in this division will be continued by Marek Hintze .",neutral,120
Metso 's delivery will include a complete coated board line with related air systems and two winders .,neutral,102
"Biohit уже обслуживает многих текущих клиентов Genesis, и ожидается, что в результате этого соглашения клиентская база расширится.",positive,130
"Nokia Siemens Networks provides mobile and fixed network infrastructure , communications and networks service platforms , as well as professional services , to operators and service providers .",neutral,193
в 9:00 по восточноевропейскому времени Годовой отчет Alma Media за 2009 год планируется опубликовать на 9-й календарной неделе.,neutral,127
"Торги новыми акциями, дающими право на дивиденды и другие распределения средств, начнутся завтра на бирже в Хельсинки.",neutral,118
Группа EA Reng сообщила о продажах на сумму около 84 миллионов крон за 2007 год.,neutral,80
"Компания Finnish Bore, принадлежащая семье Реттиг, недавно расширилась за счет приобретения более мелких судоходных компаний.",positive,125
"The reason for this is St. Petersburg status as a capital , one of the participants in the meeting quoted Chikunov as saying .",neutral,126
Стоимость предприятия Maritim Food AS была определена приблизительно в 15 млн евро.,neutral,83
"Финская компания по системам обработки грузов Cargotec Oyj (HEL: CGCBV) сегодня заявила, что выиграла контракт стоимостью 13 миллионов евро (16,6 миллиона долларов США) на поставку люковых закрытий MacGregor для судов, заказанных норвежским судовладельцем Grieg Shipping.",positive,271
После 1 апреля 2007 года у Cencorp не будет собственных сотрудников на этой территории.,neutral,87
The net sales decreased to EUR 49.8 million from EUR 59.9 million .,negative,67
"Один из напорных ящиков будет оснащен современной системой контроля консистенции, обеспечивающей поперечное профилирование гипсокартона.",neutral,136
"С момента регистрации акций, выпущенных по подписке в рамках направленной эмиссии акций, новое количество акций Panostaja и прав голоса составляет 41 733 110.",neutral,158
Okmetic revised its 2010 financial outlook based on its order book .,neutral,68
"EQ Bank forecasts Olvi 's net sales at EUR 67mn in the second quarter of 2009 , and operating profit at EUR 6.4 mn .",neutral,116
"Операционная прибыль выросла до 4,7 млн ​​евро с 4,6 млн евро.",positive,62
"The result will also be burdened by increased fixed costs associated with operations in China , and restructuring costs in Japan .",negative,130
"Операционная прибыль составила 825 млн евро, что выше 763 млн евро в 2004 году.",positive,79
"The Stena Poseidon is a so-called Panamax tanker , designed to be able to pass through the narrow passages in the Panama Canal 's locks .",neutral,137
"Operating profit totaled EUR 825mn , up from EUR 763mn in 2004 .",positive,64
"Based on the 2005 calendar year the combined company had EUR15 .8 bn in pro forma annual revenues and is expected to start operations with 60,000 employees .",neutral,157
Оплата акций осуществляется по подписке.,neutral,40
"Подрядчик торгового центра, China State Construction Engineering Corporation, ранее строил, например, аэропорты, гостиницы и заводы для крупных международных заказчиков в разных частях мира.",neutral,190
Судоразгрузочная установка полностью закрыта по всей длине конвейерной линии до складских помещений.,neutral,100
The value of the orders is over EUR 10mn .,neutral,42
Оценка капитальной базы и достаточности капитала основана на подходах Базеля II.,neutral,80
The proposal by the Board of Directors on the issuance of option rights will otherwise correspond to the proposal by the Board of Directors in the Notice to the General Meeting .,neutral,178
"Depending on the market situation , such projects are sold after 1 to 3 years after completion .",neutral,96
"Финский производитель потребительской упаковки Huhtamaki Oyj сообщил о том, что за первые девять месяцев 2006 года его чистая прибыль составила 84,1 млн евро (105,6 млн долларов США) по сравнению с чистым убытком в размере 2,6 млн евро (3,3 млн долларов США) за аналогичный период 2005 года.",positive,291
"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .",negative,105
"По словам Грана, компания не планирует переносить все производство в Россию, хотя именно там она развивается.",neutral,109
"Операционная прибыль выросла до 4,7 млн ​​евро с 3,6 млн евро.",positive,62
"Операционная прибыль финской финансовой группы Aktia за 2009 год увеличилась до 47,0 млн евро с 6,6 млн евро в 2008 году.",positive,121
"Ожидается, что абоненты China Unicom, второго по величине оператора мобильной связи в стране после China Mobile, смогут публиковать фотографии, видео и блоги в Интернете с помощью мобильных телефонов с марта 2008 года.",neutral,218
"`` Продажи облицовочного камня также были хорошими в начале осени, и портфели заказов сохранятся до конца года.",positive,111
Окончательный результат предложения прав будет объявлен около 23 октября 2009 года.,neutral,83
The repurchase of the bonds was executed in the open market in accordance with section 7 f of the terms and conditions of the Convertible Bonds .,neutral,145
"Motorola accounted for 11.5 percent of the South Korean handset market as of the end of April , Samsung held 55 percent and LG Electronics 19 percent , according to Korea-based ATLAS Research Group .",neutral,199
"Операционная прибыль Orion Pharma увеличилась на 42,5 % по сравнению с 2004 годом.",positive,82
The company 's model is based on developer contracting construction projects and customer focused project management .,neutral,118
"Типичные области конечного использования включают кровельные конструкции, напольные покрытия, стены и потолки, невидимые конструкции в транспортных средствах, упаковку и коробки, конструкции на строительных площадках, ограждения и навесы, а также опалубку с ограниченным количеством заливок бетона.",neutral,298
"Контракт включает проектирование, строительство, поставку оборудования, монтаж и пусконаладочные работы.",neutral,104
"Operating loss totalled EUR 12.7 mn , compared to a profit of EUR 17.7 mn in the first half of 2008 .",negative,101
"Финансовое влияние оценивается в ежегодном улучшении результатов подразделения примерно на 1,5 млн. евро, начиная с финансового года 2007.",positive,138
"Объявление фондовой биржи Elcoteq SE 4 февраля 2009 г. в 10:00 (EET) Elcoteq опубликует свой финансовый отчет за 2008 г. в среду, 11 февраля, в 9:00 (EET).",neutral,155
The company reiterates its outlook for 2009 .,neutral,45
The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008 .,negative,112
Consolidated pretax profit decreased by 69.2 % to EUR 41.0 mn from EUR 133.1 mn in 2007 .,negative,89
The share subscription period for stock options 2007A is between 1 April 2010 and 31 March 2012 .,neutral,97
"Финская компания Okmetic Oyj OMX Helsinki, занимающаяся технологиями производства кремниевых пластин: в среду 17 сентября компания OKM1V заявила, что в 2009 году она инвестирует 6 млн евро в свой бизнес по производству сенсорных пластин.",neutral,237
Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit rose to EUR 24.1 million ( USD 33.6 m ) in the third quarter of 2010 from EUR 17.9 million a year earlier .,positive,202
The value of the order is EUR 4mn .,neutral,35
Релиз Basware Corporation на фондовой бирже 31 августа 2010 г. в 16:25 Basware подписала крупную сделку с международной промышленной группой Basware будет поставлять решение по автоматизации выставления счетов и услуги по подключению для международной промышленной группы.,positive,272
The new chain has 700 discount stores and 250 supermarkets .,neutral,60
"Комиссионный доход увеличился на 22 % до 4,4 млн евро, а объем кредитования вырос на 13,5 %.",positive,92
Публикация финансовой отчетности будет доступна после публикации на интернет-страницах компании по адресу www.cargotec.com.,neutral,123
"Финский банк +àland сообщает об операционной прибыли в размере 2,2 млн евро в первом квартале 2010 года, что ниже 6,3 млн евро за аналогичный период 2009 года.",negative,159
Operating profit rose to EUR2 .4 m from EUR1 .6 m year earlier .,positive,64
Operating profit fell to EUR 23.26 mn from EUR 32.86 mn .,negative,57
"Стоимость заказа составляет 2,3 млн долларов США.",neutral,49
Kauko-Telko 's centralized administration will be dissolved and appropriate parts of it will be transferred to operating activities and Group administration by the end of the year .,neutral,181
Энергетический напиток упакован в пакет объемом 100 миллилитров с завинчивающейся крышкой.,neutral,90
Группа также занимает прочные мировые позиции в других категориях рыболовства.,positive,78
Закрытие сделки запланировано на 10 января 2008 года.,neutral,53
"Прибыль группы до уплаты процентов и налогов за первое полугодие составила 13,6 млн евро (17,8 млн долларов США), что ниже показателя за аналогичный период 2009 года в 22,5 млн евро.",negative,182
Продажи упаковки для систем безопасности и безопасности немного выросли.,positive,72
"Operating profit surged to EUR21m from EUR106 ,000 .",positive,52
VNH generates annual net sales of about 5 mln eur and employs 21 people .,neutral,73
"Ээро Катаявуори, в настоящее время вице-президент группы по кадрам, с 1 октября 2010 года возьмет годовой отпуск.",neutral,113
"Initial estimated total value of the contract was 250 000 Euros , excluding VAT .",neutral,81
ДРУГОЕ Северный Рейн-Вестфалия - планирует выпустить эталонную пятилетнюю облигацию с фиксированной процентной ставкой в ​​евро.,neutral,128
"(ADP News) - 11 декабря 2008 г. - Финская строительная и инжиниринговая компания Outotec Oyj (OMX: OTE1V) заявила сегодня, что выиграла заказ на сумму 28 миллионов евро (36,8 миллионов долларов США) на расширение фосфатной обогатительной фабрики в Сиилинъярви компании Norwegian Minera.",positive,286
"Разводненная прибыль на акцию (EPS) снизилась до 0,78 евро с 1,76 евро.",negative,71
"Прибыль за отчетный период составила 1,1 млн евро, что ниже показателя в 1,6 млн евро в третьем квартале 2008 года.",negative,115
"Совет директоров компании предложил дивиденды в размере 0,12 евро за акцию за 2006 год.",neutral,87
"Изменение в активах в соответствии с Главой 2, Разделом 9 Закона о рынках ценных бумаг Финляндии описано ниже.",neutral,110
"In Q2 of 2009 , profit before taxes amounted to EUR 13.6 mn , down from EUR 26.8 mn in Q2 of 2008 .",negative,99
"Ранее Еврокомиссия заявила, что оштрафовала ThyssenKrupp, Otis (United Technologies Corp), Schindler AG и Kone Oyj на общую сумму 992,3 млн евро за предполагаемую картельную деятельность на рынке лифтов, которая длилась двенадцать лет.",negative,235
Вопрос возник в связи с обсуждением с местными муниципалитетами вопроса продажи воды промышленным предприятиям.,neutral,111
"Finland 's leading metals group Outokumpu said its fourth-quarter net profit more than tripled on the back of strong global demand for stainless steel , soaring base metal prices and proceeds from the sale of its technology unit .",positive,230
The company reports a loss for the period of EUR 0.4 mn compared to a loss of EUR 1.9 mn in the corresponding period in 2005 .,positive,126
"Для получения круглосуточных новостей попробуйте ICIS news www.icis.com Нажмите «пробная версия», затем ICIS news",neutral,113
Это не .,neutral,8
"Мощность предприятия, построенного финской компанией Vaahto Group, составляет 86 000 тонн легкомелованной бумаги.",neutral,113
"Операционный убыток составил 0,9 млн евро в первой половине 2006 года по сравнению с прибылью в размере 0,5 млн евро в первой половине 2005 года.",negative,145
На нем была черная шапка-бини и черная куртка.,neutral,46
От Мерисатамы до самых дальних уголков мира Компания Asfaltti Osakeyhti+Â Lemmink+ñinen была основана в 1910 году группой мастеров-строителей в Хельсинки как специализированное предприятие и субподрядчик.,neutral,204
"Чистый объем продаж проданных активов в 2009 году составил 145,1 млн евро, а операционная прибыль — 8,9 млн евро.",neutral,113
"Tikkurila, подразделение группы Kemira, контролирует около 23% российского рынка в своей отрасли и владеет петербургским производителем лакокрасочных материалов TEX.",neutral,165
"Компания UPM-Kymmene заявила, что «не проявляла интереса к каким-либо внутренним консолидациям».",neutral,96
"Finnair 's passenger load factor , which measures the number of sold seats as a share of all available seats , dropped by 1.3 percentage points to 76.7 % in September .",negative,168
Negotiations with representatives of the personnel regarding the restructuring process have now been ended .,neutral,108
В компании Renesas Mobile Europe Ltd в Оулу работает около 470 сотрудников.,neutral,75
"Finnish Kemira 's net sales EUR decreased to EUR 1,259.6 mn in January-June 2009 from EUR 1,425.1 mn in January-June 2008 .",negative,123
"Максимальное количество новых акций, на которые можно подписаться, составляет 666 104, путем реализации опционов B в рамках плана опционов на акции 2004 года.",neutral,158
"Прибыль на акцию (EPS) составила 0,03 евро, что выше убытка в 0,083 евро.",positive,73
"Комиссар местного самоуправления +àm+Ñl Курт Свенссон заявил, что свяжется с руководством финской компании Componenta, чтобы выяснить, существуют ли какие-либо альтернативы решению компании закрыть свой завод в +àm+Ñl.",neutral,218
"«После длительного периода убыточности продовольственное подразделение показало прибыльный результат, что говорит о более здоровой структуре затрат и новом подходе к бизнес-операциям», - сказал Рихко.",positive,200
Eriikka S+Âderstr+Âm has previously held several positions in finance and control at Nokia Networks including acting as the Business Group Controller and having the corporate controller position at Nokia Siemens Networks .,neutral,222
"«Наличие офиса в Китае не только позволит нам в полной мере использовать наши ресурсы и опыт в области беспроводных решений, но и усилит наши возможности по предложению нашим клиентам в Китае лидирующей в отрасли продукции».",positive,224
"It is a member of the OneWorld alliance , which includes American Airlines and British Airways .",neutral,96
"Viking will pay EUR 130 million for the new ship , which will be completed in January 2008 .",neutral,92
"13:00 Центральный офис Нордеа Банка 3-я улица Ямского Поля, д. 19, стр. 1 Телефон: 495 777-34-77 доб. 3932, 3931 03.02.2011 Юнимилк - Внеочередное общее собрание акционеров 03-04.02.2011 состоится XVI международный бизнес-саммит Food Business Russia 2011.",neutral,255
Why not subscribe to the magazine ?,neutral,35
"Сделка охватывает продажи и послепродажное обслуживание Stockmann Auto Oy Ab автомобилей Volkswagen и Audi в Хельсинки, Эспоо и Вантаа.",neutral,135
Number of offers received for this contract is two .,neutral,52
Операционная прибыль выросла до 21 млн евро с 106 000 евро.,positive,59
При звонке участники должны указать 877417 в качестве идентификатора конференции.,neutral,81
"Ценовые разговоры ведутся в районе среднерыночных свопов плюс 105 базисных пунктов, а лидерами являются Barclays, BNPP, UBS и CBA.",neutral,130
"The cosmetics collection includes an eye shadow , face powder , lip gloss , mascara and accessories .",neutral,101
"Эти деревянные лакированные часы поставляются с полосатым чехлом, связанным вручную.",neutral,84
ASSA ABLOY Kaupthing Bank gave a ` neutral ' recommendation and a share price target of 174 crowns $ 24.7 - 19 euro on Swedish lock maker Assa Abloy AB .,neutral,153
The products have a low salt and fat content .,neutral,46
"Наши клиенты из следующих стран: Великобритания, США, Испания, Франция, Италия, Германия, Китай, Швеция, Норвегия, Нидерланды, Австрия, Бельгия, Швейцария, Чехия, Сербия, Финляндия, Канада, Россия, Украина, Португалия, Дания, Ирландия, Южная Корея, Эстония и Лихтенштейн.",neutral,271
"В январе объем перевозок, измеряемый в коммерческих пассажиро-километрах (RPK), вырос на 3,2%, а пропускная способность, измеряемая в доступных пассажиро-километрах (ASK), выросла на 12,2%.",positive,189
"The mall will be financed on a parity basis by Pearl Plaza LLC , the joint venture company established by the Chinese investor Shanghai Industrial Investment Holdings Co Ltd , and SRV Group .",neutral,191
The company said that sales in the three months to the end of March slid to EUR86 .4 m US$ 113.4 m from EUR91 .2 m last year .,negative,126
"Операционная прибыль и чистый объем продаж за 12-месячный период увеличились соответственно с 10,5 млн евро и 28,8 млн евро по сравнению с 2004 финансовым годом.",positive,161
Убыток до налогообложения составил 117 млн ​​евро по сравнению с убытком в размере 65 млн евро за аналогичный период.,negative,117
Vacon controls a further 5 % of the company via investment fund Power Fund I. EUR 1.0 = USD 1.397,neutral,97
The net sales of the Power Plants business were EUR 710.3 million in 2005 .,neutral,75
Стоимость многолетнего соглашения составляет более 2 млн евро в год.,neutral,68
"Операционная прибыль составила 11,4 млн евро по сравнению с 7,5 млн евро.",positive,73
Sales of security and system packaging increased slightly .,positive,59
"Ассортимент продукции компании включает харвестеры, форвардеры, харвестерные головки, а также краны и погрузчики.",neutral,113
"The value of the contract is about EUR1 .0 m. Poyry , headquartered in Vantaa , Finland provides consulting and engineering services to the energy , forestry and infrastructure & environment sectors .",neutral,200
"Thus the group 's balance sheet will have about EUR25 .8 m in goodwill for 2010 , the company added .",neutral,101
"The report profiles 158 companies including many key and niche players including major Nonwovens manufacturers such as Ahlstrom Corporation , Asahi Kasei Corporation , Buckeye Technologies , Inc. , EI .",neutral,202
"Salcomp Oyj , the Finnish maker of mobile phone chargers , Monday posted a EUR1 .49 million loss in the second quarter compared with a 1.70 million profit in the same period the previous year .",negative,193
"The repo rate will gradually reach 2 % at the end of 2010 , according to Nordea 's Economic Outlook .",neutral,101
"However , the proportion of the paid standing orders grew in 2009 .",positive,67
"Talentum ожидает, что чистый объем продаж ее основного бизнеса увеличится в 2008 году по сравнению с 2007 годом.",positive,112
"Unit prices for straddle carriers vary between EUR700 ,000 and EUR900 ,000 , the company added .",neutral,96
Никаких изменений в активности СМИ в октябре по сравнению с сентябрем не наблюдалось.,neutral,85
"Общий объем инвестиций в расширение завода в Вантаа составит около 10 миллионов евро, а доля Okmetic в инвестициях составит около 2,7 миллионов.",neutral,144
"Штаб-квартира SSH Communications Security Corporation находится в Хельсинки, Финляндия.",neutral,87
"Компания Cooper SH, британский дистрибьютор производителя подъемного оборудования Konecranes, выиграла пятилетний контракт, который предусматривает технологии с низкими эксплуатационными расходами и экономией топлива.",positive,217
"Fiskars Brands report net sales of EUR 145.8 mn , up from EUR 138.4 mn .",positive,72
"Компания Svyturys-Utenos Alus, контролируемая скандинавской группой Baltic Beverages Holding (BBH), сообщила о росте продаж пива на 4,7% за период с января по май до 46,22 млн литров.",positive,183
Profit before taxes decreased to EUR 31.6 mn from EUR 50.0 mn the year before .,negative,79
"Finnish Metso Paper has been awarded a contract for the rebuild of Sabah Forest Industries ' ( SFI ) pulp mill in Sabah , Malaysia .",positive,132
"По данным за 2005 календарный год, объединенная компания имела прогнозируемый годовой доход в размере 15,8 млрд евро и, как ожидается, начнет работу с 60 000 сотрудников.",neutral,170
These measures are expected to produce annual cost savings of EUR 1.5 million starting in 2007 .,positive,96
"Финский разработчик финансовых программных решений BasWare Oyj сообщил, что его чистая прибыль упала до 884 000 евро (1,2 млн долларов США) за первый квартал 2007 года с 2,0 млн евро (2,7 млн ​​долларов США) годом ранее.",negative,220
"Стоимость контрактов составляет около 3,3 млн евро.",neutral,51
"Операционная маржа подразделения Aker Yards Cruise & Ferries снизилась с 8,3% до 6,4% в первом квартале 2007 года.",negative,114
Финский разработчик решений для автоматизации Cencorp Corporation (OMX Helsinki: CNC1V) опубликовал в четверг (18 сентября) предупреждение о прибыли за третий квартал 2008 года.,negative,177
"561 470 новых акций в рамках плана опционных прав 2003 года Упаковочная компания Huhtamaki Oyj сообщила в понедельник, что в общей сложности 561 470 новых акций компании были выпущены на основе подписки на акции в рамках ее плана опционных прав 2003 года.",neutral,255
"Чистый объем продаж составил 93,6 млн евро, что выше показателя за аналогичный период 2005 года в 93,2 млн евро.",positive,112
NWC ANALYSIS :,neutral,14
"The company is owned by the State of Finland and the European Aeronautic Defense and Space Company EADS N.V. Tekla is an international software company that provides solutions for building and construction , energy distribution and municipalities .",neutral,248
"Таким образом, компания выйдет из сегмента услуг контрактного производства.",neutral,75
Компания специализируется на временной электрификации и отоплении на строительных площадках.,neutral,92
"F-Secure Internet Security 2010 — это служба безопасности для веб-серфинга, онлайн-банкинга и покупок, электронной почты и других действий в Интернете.",neutral,151
"Около 3,8 млн евро (5,2 млн долларов США) от базовой цены приобретения будут выплачены наличными, а остальная часть — посредством подписного предложения в общей сложности 850 000 новых акций Ixonos.",neutral,198
"Североамериканский лицензионный партнер BioTie, компания Somaxon Pharmaceuticals, начала клиническое исследование фазы II–III среди пациентов, страдающих патологической страстью к азартным играм, а также пилотное исследование фазы II по отказу от курения при никотиновой зависимости.",neutral,283
Dragonfly Love is another video shot from start to finish using the Nokia N8 .,neutral,78
Финский разработчик и производитель зарядных устройств для мобильных телефонов Salcomp Plc OMX Хельсинки: в среду 19 ноября SAL1V понизила прогноз чистого объема продаж за весь год.,negative,181
После разделения вице-президент фармацевтической торговли группы в Финляндии Юкка Ниеми будет назначен управляющим директором Oriola в дополнение к своим текущим обязанностям.,neutral,175
"Our key geographical markets are Europe , Russian Federation , Middle-East , South-Africa and Japan .",neutral,101
"Componenta — компания металлургического сектора с международной деятельностью и производственными предприятиями, расположенными в Финляндии, Нидерландах, Швеции и Турции.",neutral,170
"Basware Corporation stock exchange release August 31 , 2010 at 16:25 Basware signed a large deal with an international industrial group Basware will deliver Invoice Automation solution and Connectivity Services to an international industrial group .",positive,249
"Operating profit was EUR 24.5 mn , up from EUR 23.0 mn .",positive,56
Продажи Seppala снизились на 6 процентов.,negative,41
После отчетного периода североамериканский партнер BioTie по лицензированию Somaxon Pharmaceuticals объявил о положительных результатах пилотного клинического исследования налмефена второй фазы по отказу от курения.,positive,215
